,Adsorbent,O2_10C_0.001bar,O2_10C_0.5bar,O2_10C_1bar,O2_10C_5bar,RMSE_Langmuir,RMSE_Freundlich,RMSE_Quadratic,RMSE_Sips,best_model,best_params
3443,OQOJUB_clean,0.0004150246,0.166294828,0.315066818,1.126352016,0.00021473829051740973,0.006077211241371164,0.0012634305625227747,2.5026414111146613e-05,Sips,[3.23874986 0.10776334 0.99350101]
3444,OQUCOU_clean,0.0002204565,0.104324048,0.207185631,0.976571022,2.732557628081574e-05,0.0007800270464535937,6.2375806870716684e-06,5.863471503252421e-06,Sips,[13.21991637  0.01592175  1.0012059 ]
3445,OQUFAJ_clean,0.0003056259,0.158967681,0.31146362,1.369843956,0.00022713580079376263,0.0022393551986813,0.00036484177540239607,1.5773300013690113e-05,Sips,[9.87688528 0.03256146 0.99315943]
3446,OQUFAJ01_clean,0.0003170299,0.17044576,0.337801049,1.471018685,0.0007093313838312141,0.003511908312177073,0.0004727734392446764,4.3433417380615666e-06,Sips,[7.58464165 0.04661355 1.01979684]
3447,OQUFAJ02_clean,0.0005124176,0.238991879,0.462434849,1.636896022,0.0020335681798593483,0.011307631955977527,0.00027337806969425185,6.067507105926158e-05,Sips,[3.92992689 0.13336241 1.04235916]
3448,OQUFAJ03_clean,0.0003033451,0.164470089,0.323662428,1.397620564,0.0002678941967293201,0.003148510967561879,4.286176762083364e-05,8.46905108030541e-06,Sips,[7.62237788 0.04434516 1.00779814]
3449,OQUFAJ04_clean,0.0003193107,0.166503414,0.333817648,1.413567851,0.0018373944092618182,0.005074978033619457,0.00145529193061009,3.526279371654773e-05,Sips,[5.21440056 0.06839692 1.05212147]
3450,OQUFIR_clean,0.000646003,0.285984779,0.521442488,1.62490347,0.0016490518437871022,0.012724880813211078,0.005254060553241451,5.2437150132279865e-05,Sips,[3.72029865 0.16300993 0.9690652 ]
3451,OQUFOX_clean,0.0003947782,0.193533701,0.365806078,1.458186689,0.0019822393393903468,0.00319723081565347,0.0024302984229397496,7.493057148994375e-05,Sips,[8.50245696 0.04495824 0.94877861]
3452,OQUFUD_clean,0.0007514513,0.362964245,0.648891958,2.080029332,0.005906416577110127,0.011427482096299537,0.009713586833539734,0.0002926727460313048,Sips,[6.13275469 0.11833148 0.91165815]
3453,OQUGAK_clean,0.0014175219,0.460179155,0.742080419,1.692103737,0.009486592097694526,0.022652019064729464,0.0258232332305302,0.0005622796554692113,Sips,[2.93793328 0.33799249 0.8642103 ]
3454,OQUGUE_clean,0.0004151607,0.189666912,0.357343635,1.432149455,0.002267739145611254,0.0027062052796668445,0.002655261245477412,7.334063149231098e-05,Sips,[9.52167604 0.03899325 0.94006282]
3455,OQUWUU_clean,3.7579e-05,0.01911993,0.036510387,0.169277322,0.00029655171836714435,0.00010524383568424428,0.00028342939825182277,,Freundlich,[0.03663517 1.0515892 ]
3456,OQUXAB_clean,6.7873e-05,0.035893964,0.0710968,0.296017036,0.0002453286387326795,0.0010175446294915977,0.00016024365498899015,3.6917950997209725e-06,Sips,[1.14241441 0.0663638  1.03267833]
3457,OQUXEF_clean,7.16708e-05,0.032649048,0.064941951,0.274178688,0.0002531364801142501,0.0009025905695262964,0.00018477945920691353,9.072796029928611e-06,Sips,[1.08932041 0.06339622 1.03686452]
3458,OQUXIJ_clean,5.44842e-05,0.028802165,0.056201363,0.249034116,0.00010512285164818798,0.0003195008847349171,0.00012305557259996384,5.298233290488129e-06,Sips,[2.2374434  0.02576584 0.98245803]
3459,ORAGOF_clean,0.0001885344,0.086249708,0.171000687,0.79296727,4.180886813884866e-05,0.0008323080486368636,1.3222161173494211e-05,8.331816326427671e-06,Sips,[8.36541855 0.02086792 1.00224563]
3460,ORAQUU_clean,0.0006359052,0.290615313,0.546610974,2.094158853,0.0027647357599747294,0.006219253214297224,0.003772090715287567,8.610846842778858e-05,Sips,[9.53416639 0.06081909 0.95196683]
3461,ORAWAH_clean,0.0004385778,0.22143934,0.44451981,1.922716941,0.0022615369816418674,0.006026258645658209,0.001849848538824761,5.030196009945335e-05,Sips,[7.86007518 0.05994408 1.048079  ]
3462,OREZES_clean,2.20089e-05,0.011582188,0.022908523,0.110803853,3.453607176387635e-05,1.509975824657665e-05,3.3138017134684385e-05,1.6531691787273524e-06,Sips,[8.38556545e+00 2.73938936e-03 9.85944459e-01]
3463,OREZUI_clean,0.0017737031,0.614758591,0.927162087,1.712102489,0.009299557520561738,0.04016794148207489,0.04637764145453452,0.0008678063855330907,Sips,[2.34772259 0.65285592 0.88057274]
3464,ORIBAU_clean,0.0003347261,0.163458735,0.325778913,1.35697968,0.0015558807244617022,0.005051305522110766,0.0011471400538258462,3.973815840563621e-05,Sips,[4.89965841 0.07122574 1.04525887]
3465,ORIVOC_clean,9.31866e-05,0.046806169,0.093685861,0.446837376,0.00013965910597879205,0.0004032283381300308,0.00012412329581273712,3.297453207065863e-06,Sips,[5.34291401 0.01784753 1.0139535 ]
3466,ORIVUI_clean,8.29361e-05,0.04741625,0.094512349,0.448928528,6.674274618829096e-05,0.0003617252938364192,5.257537071255699e-05,4.4077085514927194e-06,Sips,[5.99728385 0.01601154 1.00659513]
3467,ORIWAP_clean,8.54798e-05,0.043631203,0.088363849,0.421617518,0.0003549995482326738,0.0005857440700329153,0.0003251627518490808,7.764990420403353e-06,Sips,[3.3598462  0.02701029 1.03767524]
3468,ORIWET_clean,8.04162e-05,0.040926346,0.081877365,0.393429697,9.605274971278729e-05,0.0002908146877508001,8.551437621021265e-05,1.702831561626817e-06,Sips,[5.66500258 0.01466514 1.01097424]
3469,OROKEN_clean,0.0001442477,0.062355568,0.123329965,0.558487355,5.3876904359265775e-05,0.0008003651993206916,1.8078218534132565e-05,1.0453404989242505e-05,Sips,[4.46774749 0.02838808 1.00402418]
3470,OROLUD_clean,0.0004291961,0.215286936,0.409757187,1.521038826,0.0004769616244926428,0.006858387151041142,0.0015475857647500554,2.6526534447644262e-05,Sips,[4.96036071 0.0900448  0.98889623]
3471,ORUKET_clean,0.0002783318,0.150754599,0.300781741,1.349741377,0.0007853468765822831,0.0027251002464824966,0.0006287427109865265,7.259611442865857e-06,Sips,[7.9403971 0.0393713 1.0245679]
3472,ORUKOD_clean,0.0004407909,0.199075543,0.352962758,1.118118504,0.003695650820524441,0.006002510508966797,0.005876724938926538,0.00017816910822819395,Sips,[3.36899074 0.11703382 0.89821486]
3473,ORULEU_clean,0.0003447526,0.167976826,0.315196137,1.077407353,0.0002968335383784107,0.006782630439543859,0.0016814143962793889,1.666101985257407e-05,Sips,[2.80366541 0.12666294 0.99092183]
3474,OSAVEK_clean,0.0003060826,0.152325067,0.297726545,1.23026024,0.00023716204938699383,0.003667470486289474,9.500976952375837e-05,3.4592288802324364e-06,Sips,[5.37891718 0.05859383 1.00753616]
3475,OSAVUA_clean,0.0002734357,0.125171799,0.245712831,1.142717114,0.0004992280200275263,0.0006350591092288384,0.0004997136638192965,4.951363358891942e-06,Sips,[2.21338180e+01 1.12258686e-02 9.80991397e-01]
3476,OSAWEL_clean,0.0004432304,0.205916914,0.392419895,1.443996192,0.00021018591994928347,0.006985877659588713,0.0013061225054531679,1.2114940655929404e-06,Sips,[4.4689123  0.09626412 0.99487572]
3477,OSAXAI_clean,0.0006493344,0.272028564,0.488575903,1.371126213,0.0005294165033171869,0.015353773455710627,0.005799614243581662,1.0251772334163862e-06,Sips,[2.54650742 0.23741119 0.98916621]
3478,OSIKIL_clean,0.0003304766,0.155173267,0.295685089,1.304442001,0.002084179834075649,0.0003535407911183087,0.002086980946872724,6.930686541738104e-05,Sips,[5.37557685e+01 5.53100965e-03 9.34037012e-01]
3479,OSIKUX_clean_h,0.0003396639,0.166567511,0.327009856,1.443866549,0.00013432801311790072,0.0023692581686327206,0.000272385905998747,3.566786287990301e-06,Sips,[10.35051636  0.03262431  0.99613912]
3480,OSOTIB_clean,0.0005432857,0.263538625,0.498389869,2.110012401,0.003692907223564928,0.0016664601115555823,0.0038776020723447105,0.00013803958390440344,Sips,[3.09198548e+01 1.63830546e-02 9.30439363e-01]
3481,OSOTUN_clean,0.0015062206,0.502732673,0.83946564,2.504269201,0.018329790136182796,0.00851620055680072,0.02498059534357756,0.0012391309423947375,Sips,[11.30130817  0.08026097  0.78664008]
3482,OSUWEF_clean,0.0005694933,0.246544569,0.445455715,1.312141112,0.0010538236041227399,0.012449350728243366,0.005007211103477976,2.9246992527809524e-05,Sips,[2.67760089 0.19956469 0.97660541]
3483,OTALUS_clean,0.0002126837,0.102206019,0.202853315,0.927798193,0.0001803263833935905,0.0012798441080167616,0.0001233226805671956,7.985553011295449e-06,Sips,[7.64269971 0.02726576 1.00833542]
3484,OTAWIR_clean,0.0006796602,0.316046542,0.620192234,2.61929502,0.0005796571447248685,0.006914926302394396,3.5034055698872825e-05,3.294244637264168e-05,Sips,[12.57487856  0.05187851  1.00881332]
3485,OTECAT_clean,0.0003034367,0.145881341,0.290514454,1.365679029,0.0002346229299920337,0.001324317586489992,0.00018902214607485009,1.1204543050497734e-05,Sips,[15.39443975  0.01923435  1.00755665]
3486,OTIBUQ_clean,0.001268909,0.54042692,0.961393898,3.146315483,0.010819076356317944,0.014008798032948412,0.015769744289726176,0.0004845047368828096,Sips,[10.88143511  0.09691828  0.89121024]
3487,OTIJAE_clean,0.0001866071,0.088279003,0.177435642,0.78243113,0.0008422490175712984,0.002144592785273296,0.0007099441581505749,2.4771374478576468e-05,Sips,[3.55009012 0.05260992 1.04477433]
3488,OTIPAK_clean,0.0005663992,0.281638618,0.510742575,1.801691024,0.0051699202609649135,0.005866993409092391,0.006839629286347592,0.0002502061705090739,Sips,[7.86284106 0.0694713  0.90321426]
3489,OTIPEO_clean,0.0006499191,0.272517642,0.519459142,1.849741262,0.00043873340974355887,0.01084980370341358,0.00138005830656742,5.0869624251853453e-05,Sips,[4.99850766 0.11597493 1.00806394]
3490,OTIPUE_clean,0.0007393431,0.332641789,0.590992639,1.56400475,7.659548087805712e-05,0.02067425510495619,0.008001568754380533,1.3423403002307554e-05,Sips,[2.66292103 0.28523834 0.99870598]
3491,OTIQAL_clean,0.0003302019,0.169031732,0.331174701,1.281756741,0.0012084436263632642,0.006209047735167945,0.0004962584520204244,2.2748086291357794e-05,Sips,[3.87696145 0.09339932 1.03479445]
3492,OTOLIU_clean,0.0002949731,0.142395945,0.283279,1.366432784,4.635562742881805e-05,0.0005869625454534347,5.183729164779682e-05,3.1173712988144407e-06,Sips,[3.32038708e+01 8.60491554e-03 9.98474248e-01]
3493,OTOVIE_clean,0.0004582306,0.216198278,0.405345678,1.325046693,0.0003533851650501862,0.010355792696527711,0.0019255990772484733,8.093431661371795e-06,Sips,[2.99552555 0.15649313 1.00847665]
3494,OTOZAA_clean,0.0013596001,0.538304544,0.929834073,2.977522118,0.016024771077916104,0.009693423102037966,0.021232584177531176,0.0009036235100847255,Sips,[13.52240571  0.07384837  0.83332824]
3495,OTUDEO_clean,0.0001721218,0.076558057,0.150066797,0.692076084,0.0003151565529338407,0.00045542055539516904,0.0003196128204508676,1.0283054199489435e-06,Sips,[11.44401701  0.01328736  0.98033982]
3496,OTUDIS_clean,0.0001317475,0.076681305,0.152179007,0.7071633,6.089659561655606e-05,0.0007433069084435799,2.8167940563778883e-05,9.846652930114862e-06,Sips,[7.4414395  0.02087719 1.00370075]
3497,OTUXUX_clean,0.0012387842,0.499904984,0.889455285,2.288777271,0.0017231911089692473,0.03383312431915796,0.011394966140956841,0.00010797091779428312,Sips,[3.67994182 0.31874351 1.01976315]
3498,OTUYEJ_clean,0.0001832937,0.085785556,0.170305838,0.75566248,0.0003197440283025428,0.0015432324682249886,0.00023100095833835768,1.3266143508654656e-05,Sips,[4.42914085 0.03998875 1.01765822]
3499,OVADAR_clean,0.000466962,0.207584492,0.393158845,1.425065445,0.0005172767300092882,0.007052835944596324,0.001714025503571539,2.22104542006914e-06,Sips,[4.35879953 0.09914134 0.9873947 ]
3500,OVEDAW_clean,0.0002323246,0.117192465,0.233761322,1.10795591,0.0002154961280945452,0.0009727194470857017,0.00018127128600119036,4.131122050818911e-06,Sips,[13.65468645  0.01741767  1.00862971]
3501,OVEHUT_clean,0.0002448632,0.12547572,0.24999517,1.134339574,0.0004916388934102354,0.0019479923106992512,0.00039044564268845574,8.716141361304468e-06,Sips,[7.67506416 0.03366904 1.01847932]
3502,OVEJIJ_clean,0.0001169826,0.065531378,0.125868403,0.570966072,0.0007716828588817647,5.3683374939312325e-05,0.0007597894740771059,3.514139730456391e-05,Sips,[8.55785451e+01 1.47297762e-03 9.42753588e-01]
3503,OVEXOD_clean,0.0001439375,0.069765404,0.130211105,0.451460503,0.0003599819361289638,0.00248596450629664,0.0008776151580534584,1.5027954573199238e-05,Sips,[1.293104   0.1119723  0.97340508]
3504,OVICUS_clean,0.0003723872,0.17587138,0.323537231,1.04304412,0.0008964469332373214,0.007439321356623557,0.0028036438726802794,3.728330428106233e-05,Sips,[2.52618884 0.14688619 0.97305767]
3505,OVIZID_clean,0.0002399001,0.121674492,0.240370869,0.925588747,0.0013545724964711043,0.005013600723685278,0.000794289572866704,2.855956962453782e-05,Sips,[2.57284773 0.10305361 1.0538263 ]
3506,OVUVIL_clean,0.00056327,0.267986831,0.517703197,2.062886358,0.00026558470160504703,0.006859902276865496,0.0010370303630682952,3.699103951383453e-06,Sips,[8.36938529 0.06593534 0.99513388]
3507,OWAVIS_clean,0.0002272074,0.116537328,0.232093966,1.097820819,0.00014917802223068325,0.0009346008308993106,0.00011731015971553125,4.0034209910391515e-07,Sips,[13.95122603  0.01691754  1.00601752]
3508,OWAVOY_clean,0.0003851246,0.188209977,0.373914573,1.554797694,0.001549545921501508,0.0056183466859782375,0.001087257576436972,4.013749311215821e-05,Sips,[5.75898033 0.06943529 1.03926077]
3509,OWEYOF_clean,0.0010014762,0.44227389,0.819653935,2.803297663,0.003095262670216981,0.015507196808862507,0.006575150945764158,8.606703643195796e-05,Sips,[8.0403742  0.11351474 0.96360071]
3510,OWIYUP_clean,0.0005105091,0.236367472,0.436159861,1.695822668,0.004361900377474936,0.002628666196475418,0.004950635009832434,0.00017777496570116355,Sips,[13.74904598  0.03276305  0.90546497]
3511,OWIZAW_clean,0.0003462023,0.178000042,0.348230447,1.647631672,0.0011465771030758608,0.00013153497948703433,0.0011030246379628297,4.253592347727188e-05,Sips,[2.26149743e+02 1.54220363e-03 9.69280467e-01]
3512,OWUWOU_clean,0.0003032083,0.133895009,0.261905987,1.069846545,0.0003571840219046327,0.0035396093186300017,2.7279675529852445e-05,2.4069077252185307e-05,Sips,[4.30553465 0.06476986 1.01289308]
3513,OWUWUA_clean,0.0003560262,0.153842377,0.295384621,1.155446357,0.000355047770616337,0.004045270873427123,0.0008566401988672509,7.06752917815489e-06,Sips,[4.52886637 0.06977339 0.98858257]
3514,OXALAB_clean,0.0002853322,0.126598317,0.254887822,1.165370888,0.0010201702121352897,0.00234863521738304,0.0009007348744196661,4.057147109561808e-05,Sips,[6.79085488 0.03899758 1.03762199]
3515,OXALEF_clean,0.0002578143,0.135655276,0.266313152,1.234573631,0.0005109018971632327,0.0007693723147337116,0.0005242880546562919,2.371691853071245e-05,Sips,[2.14572531e+01 1.25673481e-02 9.82065958e-01]
3516,OXALIJ_ion_b,0.0001718558,0.088031192,0.175459605,0.835896178,0.00010654392717325656,0.0006236109897460166,8.664831129231225e-05,3.242401036267163e-07,Sips,[11.9972298   0.01484207  1.00568212]
3517,OXANOR_clean,0.0004270007,0.197958111,0.388318162,1.6279155,0.00042751191328431557,0.004559764134253529,5.366590068123777e-05,2.2876629320357354e-05,Sips,[7.45317661 0.05496465 1.01039098]
3518,OXANUX_clean,0.000440582,0.200920992,0.394577338,1.64350416,0.0006184876822321497,0.00495347644544644,0.0002021485072120857,3.171158654594608e-05,Sips,[7.08862594 0.05894436 1.01480886]
3519,OXAPAF_clean,0.0003572361,0.186701547,0.365230972,1.513576055,0.00032414202492540584,0.004467195028688931,7.686456517578576e-05,3.6917367969504385e-06,Sips,[6.66474746 0.05797764 1.00839482]
3520,OXITOF_clean,9.70858e-05,0.050261746,0.098941435,0.478515917,0.00025259773067170063,3.228946174027532e-05,0.0002392963480004868,,Freundlich,[0.09897789 1.02135419]
3521,OXOLAP_SL,0.0017754492,0.483528527,0.72374418,1.764864072,0.02666605366778113,0.0075055632827520655,0.03977916855574187,0.004313746940928634,Sips,[8.85747356 0.08925606 0.63696982]
3522,OYEJOS_clean,0.0002425277,0.127327036,0.252910094,1.181948499,0.00010544844110089524,0.0011523011750536926,6.247714462048367e-05,4.212007590381482e-06,Sips,[13.30589666  0.01937566  1.00390289]
3523,OYERER_clean,0.000256794,0.12370051,0.245149792,1.161393537,0.00011761683140753512,0.0007079933262616017,0.00012875781122511707,4.207485853235569e-07,Sips,[2.03230315e+01 1.22099425e-02 9.95512188e-01]
3524,OYERIV_clean,0.0011889921,0.44779557,0.720150499,1.807358003,0.014754917592486035,0.014291591756489063,0.026423948099874514,0.0012482788779124248,Sips,[4.37414138 0.19716272 0.79091115]
3525,OYEROB_clean,0.0005146442,0.23176699,0.432772919,1.584483091,0.002132924679990632,0.006097523046541543,0.00329200394845306,6.585875408460532e-05,Sips,[5.9131323  0.07896857 0.95294636]
3526,OYERUH_clean,0.0006092792,0.265414641,0.457127504,1.447982512,0.007952877399505705,0.004972050186439019,0.010682239725874086,0.000487032566907485,Sips,[6.31127295 0.07809621 0.83151232]
3527,OYEWEW_clean,0.0003734819,0.17815828,0.351483482,1.626369625,0.00027258152493977566,0.0014266488420044798,0.0003129879879318561,1.286428888564139e-06,Sips,[2.03700901e+01 1.75578415e-02 9.92735494e-01]
3528,OYEWIA_clean,0.0003582618,0.158926285,0.313746078,1.41781768,3.2346737444112874e-05,0.001975588702842288,6.092663478128769e-05,1.8806569646968226e-05,Sips,[11.6557205   0.02766234  1.0007876 ]
3529,OYIVEY_clean,0.0004262884,0.201060364,0.389163939,1.674472698,0.0010590495076021947,0.0025961516340737446,0.0012479025954973898,2.6339197157200813e-05,Sips,[12.83596286  0.03126626  0.97440505]
3530,OYIVIC_clean,0.0003911072,0.18275726,0.353011506,1.361270375,0.00023300087333618356,0.005727158471806593,0.0004852520532289923,1.256267068564249e-05,Sips,[4.61592573 0.0828098  1.00627728]
3531,OYIVOI_clean,0.0003544097,0.181374947,0.357517936,1.285115453,0.0027901002611584657,0.00954859694838391,0.001481707751583445,5.601177461087805e-05,Sips,[2.9126539  0.13992079 1.07519444]
3532,OYOSAX_clean,0.0004746511,0.219509464,0.418823755,1.480119048,0.0005742811086734371,0.009126476423684186,0.000978242118007684,2.293882687022148e-05,Sips,[3.86412502 0.12156352 1.01318518]
3533,OYOVOP_clean,0.0002669352,0.134725693,0.25632397,0.933716427,0.00012902143902855388,0.004717328886183773,0.000899824138438015,1.2332123451198318e-05,Sips,[2.80474907 0.10058151 0.99520078]
3534,OZASOZ_clean,0.0004441526,0.220402091,0.422165252,1.758581106,0.0016771404100611447,0.003149646773960801,0.001993772417003976,6.126418689083419e-05,Sips,[12.02762968  0.03637663  0.96257305]
3535,OZAVES_clean,0.0003344699,0.160813149,0.31113633,1.284751085,0.00044417285542422354,0.003210004276204621,0.0007521388263303381,1.2033212664520044e-05,Sips,[6.55076469 0.04986463 0.98651504]
3536,OZAVOC_clean,0.0002004454,0.107713529,0.212594958,0.925828122,0.00025465611146417906,0.0020326473553924757,0.00011754015309672252,2.3404216564924e-06,Sips,[5.14166496 0.04313086 1.01128583]
3537,OZAVUI_clean,0.0002214598,0.100235623,0.197537307,0.825725052,0.0004371398790737726,0.0025554641408380516,0.00022909061731495265,2.0108933835547035e-05,Sips,[3.4753017  0.06026569 1.02091479]
3538,OZUKOL_clean,9.59511e-05,0.044726923,0.0886771,0.432126093,0.00010598326963761331,4.2752816158913287e-05,9.923646750202088e-05,9.732819534701415e-09,Sips,[4.44544409e+01 1.99877321e-03 9.88846576e-01]
3539,OZUKUR_clean,7.76747e-05,0.044537306,0.089698294,0.431432732,0.00023250546528605088,0.0004315737428143951,0.00021066866156628606,1.6709334467666937e-07,Sips,[4.65263307 0.01965803 1.0242746 ]
3540,OZUKUR01_clean,8.27929e-05,0.041315941,0.081657916,0.39537504,0.00013898328550696604,3.3650256848080156e-05,0.0001319860409003817,4.2452443733383765e-06,Sips,[4.78337804e+01 1.71004015e-03 9.84123569e-01]
3541,OZULAY_clean,9.93779e-05,0.042850166,0.086334294,0.418519313,0.00021201583627094715,0.00036264472176079053,0.00019756032386218726,1.22264955929735e-05,Sips,[5.1485417  0.01705462 1.02294861]
3542,OZULUS_clean,8.90784e-05,0.037295307,0.075454588,0.361750815,0.00027628271843143883,0.0004529267662002223,0.0002563211258914754,1.4045786750543045e-05,Sips,[3.16671693 0.02440889 1.03428466]
3543,OZUMAZ_clean,6.48629e-05,0.036965804,0.073513025,0.3564113,2.862190193394221e-05,0.00011437092424983795,3.0028542671354418e-05,5.487327682599008e-06,Sips,[1.14984220e+01 6.43446541e-03 9.96431056e-01]
3544,OZUMAZ01_clean,6.65926e-05,0.036834348,0.073794963,0.357110955,9.445050917022648e-05,0.00023727776099759763,8.435270961127048e-05,1.121103009572576e-06,Sips,[5.67072741 0.0131849  1.01196924]
3545,OZUMIH_clean,7.78355e-05,0.038813099,0.077504256,0.370456282,7.103201025834603e-05,0.00028195183340405715,6.170941853770452e-05,1.8432000943845516e-06,Sips,[5.20480191 0.015116   1.00857336]
3546,PACGIM_clean,0.0004791392,0.25139316,0.477487772,1.959811754,0.0025584891763976957,0.0033775345882626354,0.002966796444861277,0.00011085677893635552,Sips,[13.99859628  0.03531461  0.94950752]
3547,PACHUZ_clean,6.49816e-05,0.040384082,0.078159617,0.342653342,0.00026169709257276914,0.0003889754580713939,0.00028783682116145294,1.717142734454179e-05,Sips,[3.47772372 0.02299126 0.96863233]
3548,PACZOK_clean,8.29405e-05,0.04468291,0.089062728,0.417921775,9.395809906207618e-05,0.00043635180759435345,7.60593265308135e-05,9.813804095749304e-07,Sips,[4.39783452 0.0206701  1.00988428]
3549,PAJSAX_clean,0.0003253888,0.149503109,0.29277859,1.293147345,0.00028420922554509926,0.0019638860866927612,0.0003929773246799869,2.0625239643060256e-06,Sips,[9.95154977 0.03031219 0.99087644]
3550,PAKXIK_clean,0.0001753016,0.098174203,0.193308517,0.830553702,0.00021586052482295548,0.0019900856278428475,6.845888091185666e-05,6.452452352823016e-06,Sips,[4.30102528 0.04705989 1.01052735]
3551,PALTIH_clean,0.0002540133,0.12613333,0.254201999,1.102555631,0.0014860465606027263,0.003582226190129672,0.0012452799837055063,3.488546068695476e-05,Sips,[4.36533997 0.06183233 1.05526207]
3552,PALTON_clean,0.0006718084,0.323848509,0.609123309,2.425408399,0.00395523815848553,0.004765559497704898,0.004673631365212227,0.00014841164280180103,Sips,[15.61900331  0.04058197  0.9386505 ]
3553,PAMHIW_clean,0.0005601755,0.265438938,0.512030076,2.121487692,0.0011315323949871836,0.0048114585743117355,0.001593906170640002,2.9067494712620588e-05,Sips,[11.76283798  0.04551061  0.97914071]
3554,PAMTII_clean,0.0003772127,0.164692375,0.312867602,1.171785305,0.0006061018779304797,0.00485625299367974,0.0013515876483195836,3.898498398111682e-06,Sips,[4.07474984 0.08316788 0.98151666]
3555,PAMVEG_clean,3.4394e-05,0.020748933,0.042159168,0.194070998,0.00024290336010494363,0.0004399278943905137,0.000217388002168035,2.076609848634207e-06,Sips,[1.01409041 0.04337665 1.0542376 ]
3556,PAPXUB_clean,0.0005233667,0.232636504,0.41603956,1.11141188,0.00033446294459371287,0.014721368846337393,0.005063255423189832,9.487235522703034e-06,Sips,[1.88721621 0.2827934  1.00813138]
3557,PAQTIM_clean,0.0003392132,0.158755414,0.291972574,0.888407817,4.777515003948781e-06,0.008306925157842164,0.0022790163914933855,4.395344785746715e-06,Sips,[1.81588977 0.1915936  0.99993691]
3558,PAQTOS_clean,0.0003275032,0.167950657,0.315761167,0.956266446,0.001629047270619187,0.01052554298097489,0.0009319095985716195,2.8491157507311615e-05,Sips,[1.76507743 0.21786839 1.05088585]
3559,PAQVEK_clean,0.0007110109,0.367938968,0.661389973,2.157781458,0.0057321533446411214,0.011289873413507755,0.009283546063035079,0.00030124453050608637,Sips,[6.57059982 0.11192886 0.91613238]
3560,PARHAS_clean,0.0001866142,0.091517312,0.178250515,0.902462151,,0.0011681222215092011,0.0010256676677574338,,Quadratic,[0.00047732 0.17794994 0.00075856]
3561,PARHEW_clean,0.0002502327,0.094927263,0.191271098,0.940472076,0.00039751069062397197,0.0005684743545423343,0.0003785310412449405,4.0452714625586623e-05,Sips,[1.62245756e+01 1.19295501e-02 1.01933112e+00]
3562,PARKUQ01_clean,0.0001825607,0.108880082,0.221272284,0.996638081,0.0014286391523974516,0.0027427064281402907,0.0012607850738377453,1.4843932343564462e-05,Sips,[4.45175466 0.0523042  1.06090137]
3563,PARMIG_clean,0.0030329736,1.076644123,1.736321017,3.451355849,0.0021199829179720177,0.0796836043325975,0.057868402594499754,1.2032705237790283e-05,Sips,[4.62611519 0.60084643 0.98613286]
3564,PARNIH_clean,0.0001908753,0.090658439,0.181368267,0.841471429,0.00039683210032097875,0.0012046539156785562,0.00034307085683974613,1.4535551359748926e-05,Sips,[6.63846211 0.02808816 1.02052084]
3565,PARNON_clean,0.0002752743,0.123959745,0.242609466,1.067819799,0.00024099625055905616,0.001673546520369298,0.00033600715911474084,4.2099830857616765e-06,Sips,[7.9989377  0.03127889 0.99066249]
3566,PASMUT_clean,0.0001006076,0.052808664,0.103442656,0.466105914,0.00015954893508232163,0.000514230656687264,0.00018293803441814623,8.114889920590853e-06,Sips,[4.77619834 0.02213746 0.98555063]
3567,PASNAA_clean,9.82855e-05,0.053049622,0.102981265,0.47757463,0.00045568963747127586,5.9343301033415335e-05,0.0004443609677267311,1.9528559893164468e-05,Sips,[4.28594280e+01 2.40857234e-03 9.58698639e-01]
3568,PASNAA01_clean,0.000100872,0.054295004,0.105874222,0.480754685,0.000294538518437605,0.000355498935824552,0.000305708059350641,1.3885516917453127e-05,Sips,[7.18065738 0.01496508 0.97397019]
3569,PASTOU_clean,0.000138237,0.071402554,0.138966577,0.548465721,0.0002050483256107195,0.0021721025926239564,3.785107239703076e-05,1.1714222301821164e-06,Sips,[1.93288958 0.07746516 1.0140263 ]
3570,PATWOY_clean,0.0004886746,0.231728995,0.447207738,1.714584022,0.0003038972860825047,0.0074118738146402244,0.0006491153343020938,1.2338233473253911e-05,Sips,[5.70279865 0.08509173 1.00647079]
3571,PEBNEP_clean,0.0001827906,0.079671463,0.151440513,0.514640425,0.0003330663962414399,0.0037368306110872112,0.0003693939790545154,1.6677454286406195e-05,Sips,[1.20972539 0.1430994  1.02125729]
3572,PECLEP_clean,0.0008035404,0.331592358,0.589953666,1.854229188,0.005468264456710981,0.010903747927768196,0.009270088712395132,0.0002191652010258651,Sips,[5.21971874 0.1274299  0.90968646]
3573,PEDMER_clean,0.0003315811,0.165602656,0.316925219,1.122204467,0.0006212077343359249,0.007042146075253724,0.0005532019387209421,9.571953349735397e-06,Sips,[2.88977192 0.12318064 1.0188614 ]
3574,PEDMOB_clean,0.0002218623,0.096474568,0.184460757,0.797604897,0.0010379881473351474,0.0006822962118710337,0.0010837859848702078,2.4261232571046653e-05,Sips,[10.66764235  0.01759597  0.94718754]
3575,PEDRIA_clean,0.0002029273,0.106977203,0.213600298,1.021647812,0.00018789230414670852,0.000761093304005797,0.00016086553656957919,9.260939551333159e-07,Sips,[14.64547736  0.01480059  1.00823057]
3576,PEFJUF_clean,0.0003081828,0.139056977,0.277000948,1.251000632,0.0005729266765296865,0.002262658541726875,0.00045826922507709224,2.870561591650389e-05,Sips,[8.09716034 0.0354213  1.01942291]
