Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar,RMSE_Freundlich-Langmuir,best_model,best_params
NABMUA_clean,0.0002981997,0.154785173,0.308778407,1.309585323,3.018323101,0.001331198247521848,Freundlich–Langmuir,[3.28352045 0.0982356  0.52104201]
NABMUA01_clean,0.0003470848,0.156405717,0.311948611,1.327198656,3.028833416,0.0012614842431436504,Freundlich–Langmuir,[4.11673816 0.07899049 0.60969544]
NACVUI_clean,0.0004732781,0.216242041,0.413245116,1.561801125,2.972544851,0.0002601902698227301,Freundlich–Langmuir,[4.24872012 0.10620278 0.8635775 ]
NACYAU_clean,0.0003918495,0.191071231,0.3806255,1.705782796,4.385513256,0.001020890460327894,Freundlich–Langmuir,[2.49651623 0.1574946  0.2443199 ]
NACYOG_clean,0.0002260466,0.112646069,0.219852621,0.876954208,1.871831304,0.00048098990830979947,Freundlich–Langmuir,[1.77211403 0.1330233  0.57980107]
NACYUM_clean,0.0002299971,0.118105118,0.229658512,0.903396737,1.902271028,0.00046021405284397894,Freundlich–Langmuir,[1.71995347 0.14404842 0.58193789]
NAFSOF_clean,0.0002914555,0.149582667,0.294595532,1.470426052,4.176881933,,Freundlich–Langmuir,"[nan, nan, nan]"
NAGBUU_clean,7.52373e-05,0.038147839,0.074860431,0.308347138,0.675656693,0.00014968100508904592,Freundlich–Langmuir,[0.78204536 0.10129266 0.61096053]
NAGQET_clean,0.0003724784,0.179807727,0.335547144,1.186426396,2.240219451,0.0006281060812554788,Freundlich–Langmuir,[1.76784901 0.21605072 0.64993838]
NAGQOD_clean,0.0001315171,0.061549062,0.121705699,0.546339324,1.392111714,0.00013109020521668717,Freundlich–Langmuir,[0.964386   0.13044852 0.28059527]
NAHFIO_clean,0.0002099837,0.103187518,0.201363368,0.873355258,2.019575029,0.00017321411925270638,Freundlich–Langmuir,[3.15375063 0.06661649 0.64227883]
NAHHAI_clean,9.26971e-05,0.056409857,0.110409589,0.503521755,1.244499607,0.0002013401910031673,Freundlich–Langmuir,[3.27360252 0.03467131 0.74832231]
NAHHOW_clean,0.0004554749,0.215290176,0.420559904,1.77891891,4.363224199,0.000621879739404345,Freundlich–Langmuir,[1.54909245 0.28934597 0.2580957 ]
NAHNES_clean,0.000221106,0.12178043,0.24362877,1.173439384,3.309877387,0.000273397975479384,Freundlich–Langmuir,[2.85010539 0.08629658 0.1306815 ]
NAJQUN_clean,0.0003233683,0.146402455,0.292784573,1.168704893,2.473500046,0.0019570587845974554,Freundlich–Langmuir,[2.83910411 0.10946549 0.65233603]
NAJTEA_clean,0.0004822897,0.220364581,0.414677154,1.642621606,3.307066124,0.0021934389269566714,Freundlich–Langmuir,[4.6944888  0.0956261  0.79922099]
NAKLIW_clean,0.0003370896,0.179018351,0.352216949,1.504137238,3.403272056,0.0004250082986057953,Freundlich–Langmuir,[5.3633129  0.06862168 0.68354702]
NALWOO_clean,0.0001593164,0.082508217,0.161926785,0.721719842,1.87884881,6.783302702490304e-05,Freundlich–Langmuir,[0.62109827 0.27244593 0.18492883]
NAMDUD_clean,0.0005827635,0.279334162,0.545207095,2.226742249,4.739152419,0.0005766232765964922,Freundlich–Langmuir,[6.67125055 0.08669896 0.72580979]
NANPUN_clean,0.0001085252,0.052995177,0.106666698,0.513014085,1.412327465,0.00023452039620028666,Freundlich–Langmuir,[1.28010123e+01 8.38932292e-03 1.10976958e+00]
NANTII_clean,0.0001345994,0.069971944,0.13719806,0.670044756,2.009030554,,Freundlich–Langmuir,"[nan, nan, nan]"
NANYUX03_clean,0.0002344326,0.114240044,0.221898138,1.028529885,2.596435762,0.0008451884220493126,Freundlich–Langmuir,[9.00227522 0.02528935 0.85202389]
NAPNEA_clean,0.000437318,0.220284983,0.400609669,1.343505353,2.44261747,0.0017903185590398664,Freundlich–Langmuir,[1.70972367 0.27616761 0.65008987]
NAPZOV_clean,0.0002007663,0.083233763,0.166411957,0.698238293,1.547305853,0.0008075553386564853,Freundlich–Langmuir,[2.424655   0.07170238 0.71484708]
NAQLAT_clean,0.0005623322,0.240750122,0.460331854,1.645402005,3.010495197,0.0008074136807216119,Freundlich–Langmuir,[3.49246313 0.14688327 0.80610407]
NASREH_clean,0.0004735804,0.225778575,0.442016855,1.808426595,4.261450408,0.0013582611091195167,Freundlich–Langmuir,[1.69326047 0.28090942 0.31210821]
NASRIL_clean,0.0005052581,0.219990089,0.427462586,1.77380819,4.127496121,0.00022917551656988244,Freundlich–Langmuir,[2.34511844 0.19455024 0.3702649 ]
NASROR_clean,0.0004401896,0.211931412,0.419813609,1.756662841,3.982943034,0.0014376820517351188,Freundlich–Langmuir,[4.05321867 0.10889989 0.52484702]
NATFAS_clean,0.0003107218,0.149518877,0.29575891,1.164128725,2.470095777,0.0015776981169117884,Freundlich–Langmuir,[2.19288901 0.14468697 0.56839999]
NATHUO_clean,0.0003858362,0.175448795,0.333564734,1.26553046,2.542067798,0.0003829102683305446,Freundlich–Langmuir,[2.28212158 0.16077252 0.62942106]
NATKIF_clean,0.0004036965,0.211715218,0.413188604,1.843702856,5.033450406,0.0006223788828017201,Freundlich–Langmuir,[0.33303146 1.34050463 0.09361024]
NATKOL_clean,0.0003119473,0.180937293,0.357627908,1.657084977,4.398406986,2.8922132587231618e-05,Freundlich–Langmuir,[3.33852734 0.10970669 0.22858783]
NAVJAW_clean,9.08223e-05,0.038879061,0.077661956,0.38639539,1.081485035,,Freundlich–Langmuir,"[nan, nan, nan]"
NAVJAW01_clean,5.52057e-05,0.035093018,0.070273296,0.34603646,0.964602099,,Freundlich–Langmuir,"[nan, nan, nan]"
NAVLIG_clean,0.0003030157,0.176537702,0.331705493,1.224665506,2.273377437,0.001039874378118997,Freundlich–Langmuir,[3.01400166 0.12183867 0.85142649]
NAWDUN_clean,0.0005103211,0.229999865,0.448082597,1.856008957,4.185093849,0.0002969777972939365,Freundlich–Langmuir,[3.56340519 0.13352637 0.48544291]
NAWKII_clean,0.0005358029,0.248217974,0.485451988,1.96179864,3.968949792,0.0007228728612401769,Freundlich–Langmuir,[8.72706873 0.05897083 1.04982036]
NAWWUG_clean,0.0003702241,0.183379811,0.344552198,1.324420953,2.713993818,0.001332419803475624,Freundlich–Langmuir,[2.23371879 0.16988694 0.58483014]
NAWXER_clean,0.0004304303,0.188210214,0.376793266,1.702836998,4.570285132,0.0014990071153927656,Freundlich–Langmuir,[1.14355988 0.34122631 0.1365954 ]
NAXKOO_clean,0.0002717833,0.136797048,0.268497758,1.213904741,3.001003635,0.00025316215646945135,Freundlich–Langmuir,[5.12728158 0.05395116 0.54645073]
NAXLII_clean,0.0001739956,0.088959378,0.176363785,0.742197518,1.656775237,0.0005604774997882632,Freundlich–Langmuir,[2.37756989 0.07766978 0.66538147]
NAYGUR_clean,0.0001822649,0.108203774,0.218291773,1.015991346,2.759150675,0.0008485762880881114,Freundlich–Langmuir,[1.5327634  0.14491883 0.1633178 ]
NAYHAY_clean,0.0001191455,0.067510071,0.133472479,0.630039134,1.773960332,9.527432447754568e-06,Freundlich–Langmuir,[0.33269532 0.41158389 0.07438232]
NAYMOQ_clean,3.43797e-05,0.017692454,0.036079051,0.165436807,0.430062355,0.00022122088831922718,Freundlich–Langmuir,[0.53751205 0.06819124 0.34865552]
NAYNIK_clean,3.30538e-05,0.016691074,0.033528687,0.158536008,0.421020752,7.556990544984617e-05,Freundlich–Langmuir,[2.44285351 0.01387984 0.99916949]
NAYPIM_clean,0.0004019349,0.179023428,0.335368999,1.231046414,2.287159798,0.0011509036556137048,Freundlich–Langmuir,[2.82759491 0.13182466 0.81929018]
NAYZOE_clean,0.0002744772,0.13065612,0.264800596,1.258887014,3.659181489,0.0014989175646967514,Freundlich–Langmuir,[0.10671585 2.55650751 0.03046632]
nchem.2258-s3_clean,0.0004385518,0.221333892,0.43389247,1.970943847,5.036823219,0.00048053917651765584,Freundlich–Langmuir,[4.48587129 0.09978983 0.31421731]
ncomms11831_ncomms11831-s2_clean,0.0004870244,0.207046897,0.365907616,0.939838195,1.26831047,0.00012930125519041637,Freundlich–Langmuir,[1.56948249 0.30476416 1.00887252]
ncomms11831_ncomms11831-s3_clean,0.0003831662,0.174430376,0.311566578,0.882389477,1.309770065,0.0005523543059369477,Freundlich–Langmuir,[1.40424642 0.27816357 0.91163983]
ncomms7350-s2_clean,0.0001705937,0.077204517,0.149628977,0.641402473,1.490171296,0.00024594451198213453,Freundlich–Langmuir,[1.54462345 0.10184071 0.49563867]
NEBNOZ_clean,0.0002272222,0.119755993,0.233347349,0.98053636,2.18375215,2.7008930590464523e-05,Freundlich–Langmuir,[2.86530534 0.08580986 0.63345288]
NEDVUP_clean,0.0001699927,0.096249862,0.1930862,0.905723898,2.394687056,0.00043646500317909666,Freundlich–Langmuir,[5.75399742 0.03402865 0.49501276]
NEDWAW_clean,0.0001678791,0.094653813,0.186516636,0.903228327,2.458603857,,Freundlich–Langmuir,"[nan, nan, nan]"
NEDWEA_clean,0.0002030689,0.097106955,0.192557898,0.907054239,2.415818659,1.689052963344772e-05,Freundlich–Langmuir,[4.65080926 0.04209374 0.3988149 ]
NEDWIE_clean,0.0001802769,0.086683142,0.173151669,0.844455623,2.31260493,,Freundlich–Langmuir,"[nan, nan, nan]"
NEDXOL_clean,0.0004228965,0.182661633,0.346661996,1.274427728,2.398655799,0.0002671297358268122,Freundlich–Langmuir,[2.79151743 0.13748009 0.78225641]
NEFZOO_clean,0.0015159348,0.653868553,1.214733339,3.781293386,5.827099506,0.0011774077248234993,Freundlich–Langmuir,[8.14046405 0.17545714 1.00951886]
NEGZUW_clean,0.0001246013,0.060218833,0.119003793,0.537045831,1.37514078,9.101028730256592e-05,Freundlich–Langmuir,[1.00049198 0.12275205 0.2800058 ]
NEHGEO_clean,0.0003320803,0.156279977,0.292787309,1.19500559,2.409656674,0.002184886194659755,Freundlich–Langmuir,[5.43539312 0.05771388 1.07311189]
NEHGIS_clean,0.0003550757,0.166833503,0.315302491,1.245818615,2.4454456,0.0014329477521548082,Freundlich–Langmuir,[4.44908922 0.07649514 0.96299813]
NEHMET_clean,0.0002885111,0.126455898,0.252769984,1.071654236,2.470506179,0.0011901521151382818,Freundlich–Langmuir,[2.68560984 0.09827035 0.52050565]
NEHZIK_clean,9.4309e-05,0.057556114,0.112161045,0.517768103,1.273873539,0.0003512519159775507,Freundlich–Langmuir,[1.50665719e+01 7.63137470e-03 2.79553483e+00]
NEJRUR_clean,0.0003792998,0.17028518,0.331517132,1.2384003,2.485115669,0.00141008416791874,Freundlich–Langmuir,[2.05614467 0.17706915 0.60734894]
NEJSAY_clean,0.0003531804,0.175259232,0.334070024,1.293483947,2.617308472,0.0005312125970670031,Freundlich–Langmuir,[2.75535848 0.13205308 0.67286643]
NEJSEC_clean,0.0004071227,0.190117791,0.345625041,1.205113901,2.202336294,0.0023793362830573854,Freundlich–Langmuir,[1.91351555 0.20817744 0.70461954]
NEJSOM_clean,0.0004553061,0.216043841,0.42063096,1.591747999,3.248476241,0.0016111281718591598,Freundlich–Langmuir,[2.61142742 0.17621293 0.58297395]
NEKBEL_clean,6.13325e-05,0.027797581,0.05572619,0.263848411,0.698882915,0.00010090576269814448,Freundlich–Langmuir,[7.23921866 0.00778534 1.72316938]
NEKMUN_clean,0.0003717649,0.165847816,0.315213085,1.20596764,2.327978853,0.0006712707676830294,Freundlich–Langmuir,[3.31093117 0.10377094 0.846637  ]
NELVAC_clean,0.0007727959,0.335637206,0.570432218,1.488653243,2.170760597,0.0035501845824888354,Freundlich–Langmuir,[1.82036909 0.42564591 0.83913928]
NELVEG_clean,0.0006782656,0.309126834,0.53199223,1.383098913,1.938562936,0.0025341931616199563,Freundlich–Langmuir,[2.00445082 0.35334085 0.92422236]
NENHAQ_clean,0.0001470663,0.073858495,0.146767745,0.705948112,2.042479525,8.017498651857719e-05,Freundlich–Langmuir,[0.20505551 0.73043404 0.03840587]
NEPWIQ_clean,0.0001368823,0.063560631,0.127154882,0.539841509,1.227599189,0.0005949115576451891,Freundlich–Langmuir,[1.70821754 0.07755828 0.62425292]
NERMON_clean,1.88967e-05,0.007661983,0.015282392,0.073946571,0.210756169,7.025436087071248e-06,Freundlich–Langmuir,[0.13473676 0.11452128 0.09369279]
NERTAH_clean,0.0002675854,0.127601303,0.236782145,0.880474848,1.655557983,0.0013800856512207638,Freundlich–Langmuir,[2.04478458 0.12860032 0.80783584]
NERVAJ_clean,0.0001470935,0.069177761,0.137322738,0.625407145,1.500541502,0.00011606395664497987,Freundlich–Langmuir,[2.85078152e+01 4.92624337e-03 4.75830210e+00]
NERVEN_clean,0.0001414961,0.061369679,0.121298928,0.544346732,1.319114168,7.041056965863446e-05,Freundlich–Langmuir,[2.92163846 0.04273674 0.70767606]
NETYIV_clean,0.0002454103,0.118215797,0.237071874,1.105401747,3.049248668,0.0006977234628727031,Freundlich–Langmuir,[0.96654611 0.250594   0.1123124 ]
NETYIV01_clean,0.0002552661,0.124222748,0.247732955,1.148287736,3.127620753,0.0004955585558846666,Freundlich–Langmuir,[1.15305858 0.22014507 0.13482663]
NEVJEF_clean,8.91207e-05,0.045853921,0.090073525,0.416783529,0.993238623,0.0005827575654582524,Freundlich–Langmuir,[4.21750335e+03 2.21422029e-05 1.03517075e+03]
NEVPOU_clean,0.0002132436,0.115260087,0.227307304,0.977796715,2.24753809,0.00033640241123626994,Freundlich–Langmuir,[3.33903743 0.07096788 0.63232448]
NEVVAM_clean,8.55721e-05,0.043332009,0.087774743,0.407900032,1.051481077,0.00037904430991235607,Freundlich–Langmuir,[4.68396896 0.01898261 0.94895082]
NEVVAM01_clean,9.62686e-05,0.043355541,0.084762605,0.407125818,1.040219145,,Freundlich–Langmuir,"[nan, nan, nan]"
NEVVAM02_clean,9.58408e-05,0.042767233,0.083369491,0.401476989,1.040177,,Freundlich–Langmuir,"[nan, nan, nan]"
NEVVEQ_clean,0.0004714941,0.23256816,0.426042827,1.340521641,2.163336595,0.0006833248950480129,Freundlich–Langmuir,[2.37426883 0.21288764 0.87485075]
NEXVET_clean,0.0001703127,0.083016911,0.16515913,0.79908074,2.381364242,,Freundlich–Langmuir,"[nan, nan, nan]"
NEXVUI_clean,5.09084e-05,0.02589421,0.050586618,0.245622274,0.659802365,,Freundlich–Langmuir,"[nan, nan, nan]"
NEXXEV_clean,0.0002900657,0.142245625,0.281542249,1.251239383,3.17362204,0.00047944830266449123,Freundlich–Langmuir,[1.84053486 0.15872523 0.26487461]
NEXXIZ_clean,0.0002959061,0.142702578,0.282758645,1.224306041,3.132634227,0.0010432664307551689,Freundlich–Langmuir,[0.83068023 0.35941654 0.19267408]
NEYVEU_clean,0.0002728652,0.152169121,0.300526715,1.445046608,4.027395536,0.00041378112882635215,Freundlich–Langmuir,[4.48001554 0.06798669 0.17939314]
NEYYUN_clean,0.0008197918,0.41049831,0.769426731,2.924134095,5.39771331,0.003870998545499022,Freundlich–Langmuir,[10.26137486  0.0820035   1.05914854]
NEYZAU_clean,0.0010036261,0.476395395,0.913895878,3.409038614,6.201735104,0.0002487740247177091,Freundlich–Langmuir,[11.54759694  0.08637577  1.0597351 ]
NIBHOW_clean,0.0003513285,0.160603982,0.323415478,1.599089371,4.545213315,,Freundlich–Langmuir,"[nan, nan, nan]"
NIBHUC_clean,0.0002646834,0.145306207,0.286527299,1.388464327,3.822817719,,Freundlich–Langmuir,"[nan, nan, nan]"
NIBJAK_clean,0.0004294863,0.18167271,0.361387762,1.804731451,5.130683446,,Freundlich–Langmuir,"[nan, nan, nan]"
NIFTIH_clean,0.0003840121,0.193540116,0.37237237,1.323661906,2.429811788,0.0012270012684492842,Freundlich–Langmuir,[2.66154464 0.15603059 0.78056474]
NIGBOW_clean,0.0001668553,0.102750322,0.203893135,0.985325449,2.693195491,,Freundlich–Langmuir,"[nan, nan, nan]"
NIGDEO_clean,0.0004094203,0.186941663,0.372458263,1.681315237,4.31578379,0.0008686298409650704,Freundlich–Langmuir,[3.19330776 0.12004402 0.27861466]
NIGDIS_clean,0.0004350302,0.200599254,0.398559565,1.79443484,4.541878824,0.000707404558360131,Freundlich–Langmuir,[4.18103364 0.09816539 0.33601378]
NIGFIT_clean,0.0001558149,0.072947326,0.148656656,0.69593782,1.852716652,0.0007950794373119509,Freundlich–Langmuir,[3.70958451 0.04048269 0.41186403]
NIGGAM_clean,0.0001250588,0.07454252,0.147586201,0.696271488,1.859340871,6.387716429550844e-05,Freundlich–Langmuir,[3.49590117 0.04292589 0.38453597]
NIGGIU_clean,0.0002228626,0.095153189,0.189787583,0.861928345,2.271455629,0.0004916556085222505,Freundlich–Langmuir,[1.0739788  0.18195333 0.19373351]
NIGNUO_clean,0.0004454925,0.198538096,0.380444038,1.640850674,3.740212389,0.0016414635506060257,Freundlich–Langmuir,[5.6902062  0.07026052 0.65593764]
NIGPEA_clean,0.0003643254,0.204702376,0.396374244,1.710730882,4.105949794,0.0007000629325228494,Freundlich–Langmuir,[2.91547188 0.14311561 0.36771982]
NIHBAI_clean,5.07774e-05,0.02403515,0.046708832,0.226355986,0.564488828,0.0008962393957448278,Freundlich–Langmuir,[2.28538411e+03 2.16351221e-05 8.40909378e+02]
NIHBAI01_clean,4.28434e-05,0.024435022,0.048233739,0.229542266,0.577600496,0.00046554818430647957,Freundlich–Langmuir,[2.05955846e+03 2.42854735e-05 7.17903376e+02]
NIHBAI02_clean,3.33226e-05,0.024815852,0.048890672,0.23177171,0.585196473,,Freundlich–Langmuir,"[nan, nan, nan]"
NIHBEM_clean,4.44302e-05,0.023284597,0.046050313,0.217154175,0.549027119,,Freundlich–Langmuir,"[nan, nan, nan]"
NIHBEM01_clean,4.44302e-05,0.023092595,0.044641241,0.209754961,0.542649799,0.00022882917944118706,Freundlich–Langmuir,[1.96824298 0.02322786 0.78305049]
NIHBEM02_clean,3.96698e-05,0.023792371,0.046040792,0.216608318,0.546670732,,Freundlich–Langmuir,"[nan, nan, nan]"
NIHBIQ_clean,3.8083e-05,0.023356003,0.045734541,0.212506459,0.543436848,0.00010272968907184072,Freundlich–Langmuir,[1.55721158 0.03005113 0.68782242]
NIHBIQ01_clean,4.28434e-05,0.022884725,0.045361644,0.211178314,0.545851947,5.370837282124967e-06,Freundlich–Langmuir,[1.47571484 0.03132967 0.62148258]
NIHBIQ02_clean,6.82321e-05,0.022962478,0.046459705,0.216436945,0.549609472,,Freundlich–Langmuir,"[nan, nan, nan]"
NIHVUX_clean,2.4948e-05,0.012081976,0.022952904,0.110051479,0.280090861,,Freundlich–Langmuir,"[nan, nan, nan]"
NIJTOR_clean,0.0002909428,0.140388627,0.263745464,0.860258205,1.505940279,0.0007445537274204093,Freundlich–Langmuir,[1.23852836 0.2491274  0.72186325]
NIJZOV_clean,8.0537e-06,0.006666881,0.013261278,0.064840612,0.193685857,,Freundlich–Langmuir,"[nan, nan, nan]"
NIKDAM_clean,0.0001570789,0.075976305,0.14950916,0.696662222,1.713984742,,Freundlich–Langmuir,"[nan, nan, nan]"
NIKHAS_clean,0.0006502597,0.291815791,0.523435553,1.638082521,2.611801369,0.003009030654269737,Freundlich–Langmuir,[2.9043266  0.21596007 0.88722458]
NIKJIB_clean,0.000183826,0.092716167,0.183972668,0.793932652,1.888673649,0.0005201452091375085,Freundlich–Langmuir,[1.77360682 0.10811358 0.43640635]
NIKKIC_clean,0.000293879,0.147734584,0.284732791,1.116340034,2.268085951,6.523162749776978e-06,Freundlich–Langmuir,[2.77059277 0.11089623 0.72376532]
NIKYOW_clean,4.76038e-05,0.02285775,0.04564568,0.212825405,0.545128369,6.629459286823867e-05,Freundlich–Langmuir,[3.94407282 0.01175862 1.5010297 ]
NIKYOW01_clean,3.17359e-05,0.023268729,0.045339429,0.221319506,0.53917631,0.0012508908151770348,Freundlich–Langmuir,[2.23581187e+03 2.18339825e-05 9.34116809e+02]
NIKYOW02_clean,3.33226e-05,0.023382978,0.046421622,0.217901555,0.554303205,,Freundlich–Langmuir,"[nan, nan, nan]"
NIKYUC_clean,4.76038e-05,0.022310306,0.042659336,0.202528706,0.524187465,0.0003271769860973493,Freundlich–Langmuir,[1.19364394e+01 3.66042227e-03 4.17897451e+00]
NIKYUC01_clean,4.76038e-05,0.022035791,0.044271518,0.204524892,0.517294438,0.00012743089662630054,Freundlich–Langmuir,[2.70068829 0.01666414 1.19313401]
NIKYUC02_clean,5.23642e-05,0.02210085,0.044142988,0.208123738,0.531804071,,Freundlich–Langmuir,"[nan, nan, nan]"
NIKZAJ_clean,4.76038e-05,0.023927248,0.047173762,0.223076086,0.569834733,,Freundlich–Langmuir,"[nan, nan, nan]"
NIKZAJ01_clean,4.12566e-05,0.024481039,0.048260715,0.225130982,0.568887417,5.3981596694001044e-05,Freundlich–Langmuir,[1.15772535e+01 4.24903047e-03 4.20965174e+00]
NIKZAJ02_clean,5.23642e-05,0.024755554,0.048593941,0.229831062,0.580902612,,Freundlich–Langmuir,"[nan, nan, nan]"
NIKZEN_clean,6.02981e-05,0.02407482,0.047910034,0.219520083,0.556778602,6.574062954635792e-05,Freundlich–Langmuir,[1.05940097 0.04623956 0.52656507]
NIKZEN01_clean,4.44302e-05,0.023408367,0.046215339,0.217030405,0.540256916,,Freundlich–Langmuir,"[nan, nan, nan]"
NIKZEN02_clean,5.23642e-05,0.023463904,0.046845296,0.2210799,0.551783378,,Freundlich–Langmuir,"[nan, nan, nan]"
NIMPEG_clean,0.0004188364,0.189944067,0.380454796,1.6501943,4.259256464,0.0022094999275858182,Freundlich–Langmuir,[1.02953584 0.3889425  0.1788553 ]
NIMPEG01_clean,0.0003060128,0.170583893,0.33820602,1.580807222,4.23693232,8.626616251861969e-05,Freundlich–Langmuir,[3.7249358  0.09263516 0.22979552]
NIMPOQ_clean,0.0003325538,0.171886703,0.344211359,1.574064377,4.277841282,0.0012292255123509007,Freundlich–Langmuir,[1.06112213 0.33446148 0.12186632]
NIMQAC_clean,0.0004741368,0.221804779,0.407354157,1.352294607,2.202141724,0.0016239727309027886,Freundlich–Langmuir,[3.12377756 0.15046877 0.98546515]
NIMXAK_clean,0.0001598947,0.076975277,0.154872008,0.718044147,1.942036269,0.0005453240961671987,Freundlich–Langmuir,[1.00958029 0.15644757 0.1645849 ]
NIMXIS_clean,0.0001025061,0.046381209,0.092835104,0.451565409,1.27023121,7.725622540138653e-05,Freundlich–Langmuir,[1.96127878e+01 4.76087244e-03 1.41651244e+00]
NINHOH_clean,9.26404e-05,0.047830926,0.09529129,0.469090355,1.293817515,,Freundlich–Langmuir,"[nan, nan, nan]"
NINVAI_clean,0.0003867514,0.183868043,0.351922252,1.434538685,3.372751187,0.00035485082860401134,Freundlich–Langmuir,[1.20413223 0.31830311 0.30415749]
NIRFIE_clean,0.0007157015,0.30583377,0.530212182,1.392456539,2.091916794,0.0008425928221231888,Freundlich–Langmuir,[1.55645846 0.46092259 0.7917559 ]
NIRGAY_clean,0.0002692431,0.121065622,0.241119178,1.052348513,2.651532081,0.0009065163976364929,Freundlich–Langmuir,[1.17708468 0.21384319 0.24597612]
NIXFUX_clean,0.0009587464,0.377890975,0.65394845,1.857087306,2.949724424,0.004108957533192066,Freundlich–Langmuir,[2.08569907 0.4083692  0.74645504]
NIXGIM_clean,0.0003545699,0.166994491,0.319653544,1.155255638,2.164854582,0.0005520371691976767,Freundlich–Langmuir,[2.28760125 0.15536257 0.74907058]
NIXKIQ_clean,0.0010501182,0.494540779,0.931890232,3.326127876,6.243469514,0.000579658012316419,Freundlich–Langmuir,[5.66761253 0.18520706 0.69589545]
NIYJAI_clean,0.0002900063,0.133551348,0.261696149,1.037038314,2.118871091,0.0007279201690139792,Freundlich–Langmuir,[2.99795617 0.09326927 0.78032198]
NIYZIG_clean,0.0003921859,0.175594218,0.351015799,1.522775439,3.715246839,0.0015000262604690736,Freundlich–Langmuir,[2.6635748  0.1370865  0.34741501]
NIZZAY_clean,0.0002804443,0.132202507,0.250738291,1.138351813,2.726326316,0.0020249304296931963,Freundlich–Langmuir,[9.40207382 0.02768771 1.03427227]
NIZZEC_clean,0.0002646446,0.125370462,0.247985196,1.092353019,2.701783488,0.00042076393918495555,Freundlich–Langmuir,[2.04756407 0.12579466 0.33737853]
NIZZIG_clean,0.00024687,0.126101197,0.248617842,1.099995456,2.695931023,0.00019081208279794046,Freundlich–Langmuir,[2.69391369 0.09568182 0.40512219]
NIZZOM_clean,0.0002369952,0.127112377,0.2519496,1.0929014,2.718660838,0.0007498601969921047,Freundlich–Langmuir,[1.31078928 0.20121261 0.26973029]
NOBVOR_clean,0.000539936,0.243052779,0.454777617,1.639395289,3.066077154,0.0011925473561828772,Freundlich–Langmuir,[3.05619143 0.16711832 0.72986802]
NOBWUY_clean,0.0004175028,0.202082962,0.390892553,1.658723296,3.842232372,0.0006163403814336658,Freundlich–Langmuir,[3.35203433 0.1231967  0.45632549]
NOCKOG_clean,0.0003335481,0.163116095,0.317644708,1.258532401,2.634147569,0.0005870740937664701,Freundlich–Langmuir,[2.80111669 0.12176323 0.63890286]
NOCKUM_clean,0.0002705619,0.123592375,0.244235777,1.01444087,2.317465484,0.0008342911358378727,Freundlich–Langmuir,[1.84464319 0.13992526 0.45375706]
NOCLOH_clean,0.000198624,0.103806798,0.207264164,0.86900951,1.94278567,0.0009744033080488157,Freundlich–Langmuir,[2.61290659 0.0829917  0.63733164]
NOCLOH01_clean,0.0002519582,0.106817423,0.205848048,0.871199891,1.94297142,0.0005292919953508558,Freundlich–Langmuir,[2.74304333 0.07915352 0.65996274]
NOCLOH02_clean,0.0002170151,0.105428894,0.206427368,0.873018772,1.97173696,0.00013862877969230604,Freundlich–Langmuir,[2.47868837 0.08748859 0.59721475]
NOCLOH03_clean,0.0002225325,0.103975996,0.203874682,0.8658021,1.974815632,0.00017462599330071794,Freundlich–Langmuir,[2.36059292 0.09061514 0.56546096]
NOCLUN_clean,0.0001605544,0.076488455,0.152081446,0.7018628,1.816731143,0.00015950523571887888,Freundlich–Langmuir,[2.66464977 0.05829791 0.39612482]
NOCYUB_clean,6.41648e-05,0.032774072,0.065300922,0.288798336,0.709876237,0.0001846357521754608,Freundlich–Langmuir,[0.71279012 0.09468332 0.40156354]
NOCZAI_clean,7.14217e-05,0.02881248,0.055956549,0.259113293,0.619152163,,Freundlich–Langmuir,"[nan, nan, nan]"
NOFDUI_clean,0.0002107524,0.092244129,0.180516667,0.699713593,1.496028075,0.0007672222951575213,Freundlich–Langmuir,[0.9885797  0.19848727 0.49016593]
NOFQAB_clean,0.0004368765,0.200367257,0.369556199,1.30492116,2.574103137,0.0011325687996379715,Freundlich–Langmuir,[1.36653681 0.3133169  0.52532048]
NOFQIK_clean,0.0001354428,0.061782425,0.117244188,0.503535178,1.106646787,0.0007431845176118826,Freundlich–Langmuir,[2.60984746 0.04731076 0.9602689 ]
NOFQOQ_clean,0.0001628049,0.093436358,0.178947262,0.680264736,1.363433968,2.963249171411475e-05,Freundlich–Langmuir,[1.30152672 0.1505993  0.65044698]
NOGDAP_clean,0.0003517853,0.157628909,0.310917447,1.268598455,2.725145155,0.000999649266344244,Freundlich–Langmuir,[3.51715624 0.09356038 0.67743637]
NOHFOG_clean,9.73375e-05,0.056873395,0.113203471,0.512867559,1.210672759,0.0001683728735494944,Freundlich–Langmuir,[7.57574754e+01 1.52848691e-03 1.59223408e+01]
NOHSIM_clean,0.0001536553,0.095213273,0.186120118,0.813976195,1.997455385,6.048309305315172e-05,Freundlich–Langmuir,[1.36638519 0.14242154 0.33190173]
NOHSIM01_clean,0.0002674297,0.132486558,0.261778743,1.123214176,2.550979722,0.0004870491623116088,Freundlich–Langmuir,[4.39739343 0.06202361 0.71817353]
