Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar,RMSE_Freundlich-Langmuir,best_model,best_params
AQUCUM_clean,6.51004e-05,0.039323294,0.078049091,0.375085099,1.086474208,3.9544945565627675e-05,Freundlich–Langmuir,[0.08414834 0.94939606 0.03598037]
AQUDAS_clean,0.0001240173,0.065127196,0.130190292,0.610319772,1.696716864,0.0002854561754794442,Freundlich–Langmuir,[0.48262129 0.27557643 0.09899848]
AQUDAT_clean,0.0001549844,0.071926991,0.141276121,0.556891732,1.051887805,0.00040367733580096583,Freundlich–Langmuir,[3.38893641 0.04432988 1.49449601]
AQUDEX_clean,0.0001421875,0.073832304,0.139581246,0.542562072,1.045607382,0.0005479419165463691,Freundlich–Langmuir,[1.81789685 0.08327953 0.95682727]
AQUDIB_clean,6.68839e-05,0.037599472,0.074583612,0.356065983,1.037396561,0.00015722995521558645,Freundlich–Langmuir,[3.52231410e-03 2.29852088e+01 2.69528319e-02]
AQUDOH_clean,0.0001635157,0.067032896,0.129305352,0.514676251,1.003013681,0.00011056853503628022,Freundlich–Langmuir,[2.44421476 0.05650976 1.18163814]
ARADEE_clean,0.0002084328,0.10612586,0.214623543,0.965381888,2.512302202,0.0011780701357521216,Freundlich–Langmuir,[1.34336632 0.1641294  0.22139284]
ARAFEF_clean,0.0003343068,0.161251115,0.321720291,1.497052514,3.958123214,0.000491509736459454,Freundlich–Langmuir,[4.75578769 0.06891564 0.30536536]
ARAFIJ_clean,0.0003286406,0.170976233,0.337037966,1.512780046,3.779637354,9.467028153823424e-05,Freundlich–Langmuir,[3.9434065  0.08825309 0.38296935]
ARAFOP_clean,0.0003751036,0.182370619,0.3547109,1.353734223,2.690870962,0.001001594145327157,Freundlich–Langmuir,[3.02793469 0.12718668 0.71573166]
ARAGOR_clean,0.0002463904,0.11873669,0.231638621,0.991880783,2.317946684,5.946998372147244e-05,Freundlich–Langmuir,[2.22079077 0.10952269 0.46674501]
ARINOF_clean,0.0003414716,0.143798296,0.278211862,1.046533082,2.00623337,0.0005782495988746597,Freundlich–Langmuir,[2.6436163  0.11472476 0.81794297]
ARINUL_clean,0.0002950719,0.125353487,0.240741065,0.93373189,1.900384548,3.60791010023331e-05,Freundlich–Langmuir,[1.97282434 0.13252851 0.66189997]
AROFAP_clean,0.0003284128,0.163785939,0.32018259,1.246045488,2.673675895,0.001244734160947451,Freundlich–Langmuir,[1.77310351 0.19607693 0.48712866]
AROFET_clean,0.0002114779,0.110043173,0.216409117,0.978931424,2.529739027,3.652770663317761e-05,Freundlich–Langmuir,[1.53630507 0.14564617 0.24408659]
ARUYES_clean,0.0002579991,0.13188773,0.252327274,1.025263201,2.161633353,0.0006824718610909136,Freundlich–Langmuir,[2.87095078 0.09401097 0.7132969 ]
ARUYUH_clean,0.0003319879,0.158125141,0.307580251,1.23643705,2.470761083,0.00017251438873785156,Freundlich–Langmuir,[5.57136813 0.05869607 1.08594694]
ARUYUH01_clean,0.0003854693,0.19580022,0.376268452,1.493066741,2.82606485,0.000626590011264758,Freundlich–Langmuir,[9.10392883 0.04416847 1.49137956]
ASACON_clean,7.74161e-05,0.043556375,0.084997585,0.367284096,0.850634547,5.893148696615145e-05,Freundlich–Langmuir,[1.1690365  0.07597901 0.58988919]
ASADAA_clean,8.83949e-05,0.052506571,0.103307923,0.475484203,1.118894609,0.0006694134939045387,Freundlich–Langmuir,[4.65558871e+03 2.30279950e-05 1.05014761e+03]
ASANAL_clean,0.0003014239,0.135909878,0.258886519,1.011658232,2.017927435,0.0006045590942042608,Freundlich–Langmuir,[2.73679867 0.10244876 0.78890559]
ASEJOZ_clean,0.0001029258,0.042388483,0.084921583,0.355699759,0.758256803,0.000428440577439726,Freundlich–Langmuir,[2.13014477 0.04154114 1.15599461]
ASEJOZ01_clean,7.73029e-05,0.042024117,0.083987434,0.338789966,0.763886452,0.0005778823796192308,Freundlich–Langmuir,[0.48250308 0.18548708 0.42384491]
ASEKAM_clean,0.0001339333,0.062390603,0.121698614,0.543328135,1.339020653,0.00020068312362891646,Freundlich–Langmuir,[1.44997844 0.08705728 0.41470991]
ASINAT_clean,0.0002496647,0.149066961,0.298919126,1.30739668,3.394181661,0.0016724582122551136,Freundlich–Langmuir,[0.87038277 0.35980527 0.1751117 ]
ASINEX_clean,0.0002915931,0.138300886,0.275010399,1.258128883,3.414539814,0.0006078937148028374,Freundlich–Langmuir,[0.84234623 0.3374361  0.12323566]
ASINIB_clean,0.0002906779,0.136553582,0.270219508,1.229031955,3.339076041,0.00048166931740116785,Freundlich–Langmuir,[0.6208386  0.45312717 0.11398381]
ASIQEA_clean,0.0001407116,0.094101343,0.186170591,0.878128133,2.390505603,8.036039567928557e-05,Freundlich–Langmuir,[1.91839354 0.09885962 0.19130651]
ASIQIE_clean,0.0001882246,0.096043894,0.190044729,0.893271991,2.440918733,3.349018961855937e-05,Freundlich–Langmuir,[1.39241932 0.13931568 0.15575554]
ASIVAB_clean,0.0002029468,0.137078886,0.267926308,1.273700463,3.647225929,0.0004876825069164125,Freundlich–Langmuir,[0.25017573 1.1120538  0.04689204]
ASIVEF_clean,0.0003126851,0.165342588,0.329328241,1.49782963,3.993248726,0.0008107608077705357,Freundlich–Langmuir,[1.42507768 0.23842745 0.16041849]
ASOHUL_clean,0.000119297,0.058193087,0.115248265,0.551978145,1.471251631,,Freundlich–Langmuir,"[nan, nan, nan]"
ASOSUY_clean,0.0004765756,0.264481151,0.522491872,2.125749357,4.736701598,0.0021276703947605974,Freundlich–Langmuir,[3.74866682 0.1482624  0.48294875]
ASOVEL_clean,0.00024077,0.133898221,0.261643908,1.054555436,2.254619796,0.0005057815157879735,Freundlich–Langmuir,[2.43921428 0.11444456 0.6194493 ]
ASOYOY_clean,0.0002855907,0.154799383,0.299296004,1.309293728,3.227735573,0.0007107417753977317,Freundlich–Langmuir,[1.91689455 0.16402562 0.30550014]
ASUWUI_clean,0.0002629058,0.140367986,0.271455199,1.06943366,2.304614612,0.00033020237479522137,Freundlich–Langmuir,[1.62695032 0.18090389 0.49547312]
ATAFIK_clean,0.0001873128,0.09690224,0.191057682,0.871256063,2.221609031,3.629181971521211e-05,Freundlich–Langmuir,[2.57172881 0.07635612 0.36951413]
ATAYAX_clean,0.000388233,0.202411086,0.390696746,1.704359561,4.131178471,0.0010898534851111654,Freundlich–Langmuir,[3.08018214 0.13317694 0.36289585]
ATAYEB_clean,0.0003135357,0.175714375,0.349140835,1.55468388,3.899612143,0.0007689077267703241,Freundlich–Langmuir,[3.09644558 0.1165537  0.32446176]
ATEYED_clean,0.0003695856,0.172001227,0.34032216,1.63301183,4.71961921,1.543991465544049e-05,Freundlich–Langmuir,[0.37452788 0.93194733 0.03833281]
ATEYUV_clean,0.0003630432,0.174865785,0.344885656,1.585838338,4.090439236,0.0001321902482798854,Freundlich–Langmuir,[5.00603878 0.07063779 0.35965981]
ATEZAC_clean,0.0003226079,0.141731237,0.281406292,1.317988126,3.565980477,0.00014958973506203193,Freundlich–Langmuir,[2.54413256 0.11281064 0.19019301]
ATEZEG_clean,0.0004112582,0.180754591,0.361545665,1.611800296,4.238151237,0.0015115841797562594,Freundlich–Langmuir,[1.25719011 0.29886565 0.16751096]
ATEZIK_clean,0.0002413704,0.16192318,0.320751528,1.458075715,3.924762361,0.0005495953226058907,Freundlich–Langmuir,[0.98709366 0.33704284 0.13337685]
ATIBAG_clean,2.23541e-05,0.012352237,0.024947175,0.117151447,0.322635116,9.563923775182316e-05,Freundlich–Langmuir,[0.16898217 0.14981666 0.13837563]
ATIBOU_clean,2.39508e-05,0.012941427,0.025518801,0.126961703,0.341337513,,Freundlich–Langmuir,"[nan, nan, nan]"
ATIBOU01_clean,3.51279e-05,0.012762594,0.025555525,0.121734037,0.331025887,3.825167248891132e-05,Freundlich–Langmuir,[0.85943267 0.03005908 0.42328507]
ATIBOU02_clean,1.1177e-05,0.012693935,0.025363919,0.123538332,0.333880824,,Freundlich–Langmuir,"[nan, nan, nan]"
ATIBUA_clean,2.07574e-05,0.011450089,0.023321712,0.108446122,0.299802,0.00014014956287705684,Freundlich–Langmuir,[0.09226893 0.2571772  0.10860065]
ATICAH_clean,2.07574e-05,0.012136679,0.02392687,0.116830506,0.315711732,,Freundlich–Langmuir,"[nan, nan, nan]"
ATICEL_clean,2.55475e-05,0.011628922,0.023182798,0.110148227,0.30387364,1.9630061338130098e-05,Freundlich–Langmuir,[0.25183459 0.09337178 0.17019905]
ATIJUJ_manual,8.40314e-05,0.043937708,0.088243725,0.437083204,1.222623275,,Freundlich–Langmuir,"[nan, nan, nan]"
ATIXUX_clean,0.0003451688,0.165205089,0.309782982,1.178774464,2.332926142,0.0013128513591117808,Freundlich–Langmuir,[2.38329063 0.1432115  0.68534707]
ATOGEV_clean,0.000357215,0.160147341,0.308641805,1.171659042,2.326426054,0.0004029058540560223,Freundlich–Langmuir,[2.42983735 0.13870596 0.68983149]
ATOWIQ_clean,0.0001595351,0.089311401,0.178074399,0.82311466,2.333813933,0.0007461786576149366,Freundlich–Langmuir,[0.08707776 2.16347262 0.05450571]
ATOWOW_clean,0.0001545496,0.087270681,0.172267987,0.829951403,2.294623141,0.00027581927713591964,Freundlich–Langmuir,[5.65483718 0.03084098 0.34474734]
ATULIM_clean,0.0001919493,0.086059694,0.160240178,0.542370909,0.935256577,0.00022725520646135031,Freundlich–Langmuir,[1.05483727 0.17419763 0.84140039]
ATUZEW_clean,0.0003854667,0.186343514,0.37090239,1.564381521,3.624602983,0.0015583723321932973,Freundlich–Langmuir,[3.2215856  0.12071922 0.46048367]
AVAJUE_clean,0.0004074541,0.217352121,0.435125129,2.12033502,6.315967953,,Freundlich–Langmuir,"[nan, nan, nan]"
AVAKAL_clean,0.0004298417,0.189801957,0.382872502,1.917228121,5.436726842,,Freundlich–Langmuir,"[nan, nan, nan]"
AVAKEP_clean,0.0002902985,0.183827725,0.367281118,1.839896813,5.185067906,,Freundlich–Langmuir,"[nan, nan, nan]"
AVAQIX_clean,0.0004410687,0.214499585,0.413883074,1.545558686,2.942668552,0.0007566626516406928,Freundlich–Langmuir,[3.78314232 0.11967288 0.81362515]
AVAQIX01_clean,0.0005082513,0.222200761,0.429542473,1.57395942,2.941251875,0.0012423440490280074,Freundlich–Langmuir,[3.68950237 0.12806575 0.82048826]
AVEHAM_clean,0.0002185243,0.093270388,0.184522073,0.681721549,1.366952,0.0014545268004533705,Freundlich–Langmuir,[1.06876136 0.18947672 0.59321781]
AVELOD_clean,0.0001815159,0.096185678,0.188312286,0.870815098,2.331095691,0.00031245876703613464,Freundlich–Langmuir,[1.13758402 0.17049312 0.17458808]
AVELUJ_clean,0.0001714979,0.099963148,0.198463271,0.914033925,2.418988132,0.00021091458958157302,Freundlich–Langmuir,[1.62201731 0.1254101  0.21943679]
AVEMAQ_clean,0.0001894946,0.089648927,0.17984093,0.825684995,2.180471638,0.0005658988237881726,Freundlich–Langmuir,[1.52021089 0.12095118 0.22710985]
AVEQID_clean,0.0003255595,0.148500841,0.290836993,1.37144715,3.742455364,0.0006755762248254265,Freundlich–Langmuir,[2.33149161 0.12758328 0.16441279]
AVESOL_clean,0.0005297562,0.251749891,0.495170135,2.136325794,4.804924543,0.0003455909219990332,Freundlich–Langmuir,[11.30393755  0.04558641  0.91241482]
AVESUR_clean,0.0002968927,0.161693048,0.315579839,1.371020943,3.204176355,0.0002582710551797359,Freundlich–Langmuir,[4.34744536 0.07574913 0.57026187]
AVETAY_clean,0.000789513,0.356615566,0.683781944,2.503757995,4.954558436,0.0015235633480212847,Freundlich–Langmuir,[3.72699556 0.20438613 0.59575014]
AVETEC_clean,0.0019852859,0.692780975,1.152708432,2.844816443,4.786319131,0.005504469764067111,Freundlich–Langmuir,[1.28378526 1.5027045  0.56969432]
AVIHIY_clean,0.0001175926,0.050611489,0.100760074,0.464524437,1.228333285,0.00015405490689727992,Freundlich–Langmuir,[0.90554155 0.11387431 0.23137749]
AVIMIC_clean,7.58748e-05,0.039291499,0.076486517,0.317609785,0.679219978,1.0000862881314545e-05,Freundlich–Langmuir,[1.22255601 0.06602388 0.83982717]
AVIMOI_clean,0.0003735377,0.171257706,0.326984414,1.178709947,2.2440582,0.0005305555934682816,Freundlich–Langmuir,[2.0287338  0.18008641 0.68225877]
AVIMUO_clean,0.0001879815,0.092618644,0.181790961,0.748677281,1.670726522,0.00040900997282530355,Freundlich–Langmuir,[1.52830408 0.12613166 0.51652929]
AVIPAX_clean,0.0002786456,0.134282725,0.26245969,1.109207378,2.607988159,0.0002177412716737817,Freundlich–Langmuir,[1.77901869 0.15588725 0.38732904]
AVIPOL_clean,0.0002291493,0.110022839,0.219066752,0.991195477,2.575158088,0.0004923969650223916,Freundlich–Langmuir,[1.52873955 0.14758944 0.2340649 ]
AVITUU_clean,0.0003786136,0.207159875,0.408357871,1.80392923,4.434848165,0.00034177007044930896,Freundlich–Langmuir,[3.98530105 0.10634571 0.3776091 ]
AVUCEA_clean,0.0002949529,0.133146424,0.265930029,1.179284218,2.911719916,0.0008531974836312032,Freundlich–Langmuir,[2.94633363 0.09314213 0.39603234]
AVUDAX_clean,0.0002935863,0.133670676,0.261421637,1.138931242,2.625142579,0.00016716925828204625,Freundlich–Langmuir,[5.07256641 0.05362804 0.74728729]
AWAGEL_clean,0.0001995584,0.100910477,0.198331493,0.924754825,2.404034539,0.0003095936435559395,Freundlich–Langmuir,[4.89534408 0.0413949  0.48569459]
AWAGOV_clean,0.0001702668,0.085336669,0.168176388,0.720416815,1.669963762,0.00026865263915903194,Freundlich–Langmuir,[1.93999553 0.09061178 0.53216461]
AWAKEQ_clean,0.0001490773,0.069787771,0.138159309,0.559035787,1.112808755,0.0005090910332909572,Freundlich–Langmuir,[3.33481621 0.04368065 1.33894621]
AWAREV_clean,0.0002358603,0.115801112,0.216478312,0.72590384,1.245516523,4.166228499645712e-05,Freundlich–Langmuir,[1.37718371 0.18067955 0.83710105]
AWARIZ_clean,0.0002509152,0.116494892,0.222968232,0.727287637,1.234853883,0.001289095753741225,Freundlich–Langmuir,[1.28673686 0.19977766 0.8218742 ]
AWAWUR_clean,0.0002006026,0.103144253,0.200531083,0.842147752,2.044775885,0.00016079187465010383,Freundlich–Langmuir,[0.74485353 0.28807267 0.27137567]
AWEJIW_clean,0.0002234568,0.112385432,0.214907689,0.850818272,1.879712343,0.00016695635137741458,Freundlich–Langmuir,[1.02610368 0.22864794 0.42136137]
AWEVIJ_clean,0.0003184559,0.156064856,0.306515586,1.218195767,2.902342599,0.0018855356944240495,Freundlich–Langmuir,[0.66814764 0.50592733 0.25944906]
AWEWOP_clean,0.0001809121,0.089724747,0.178093927,0.801748825,2.095054878,0.0003600166411911319,Freundlich–Langmuir,[0.9020119  0.20432362 0.19773131]
AWIBAL_clean,0.0002681979,0.130794532,0.250076632,0.965215627,1.897298054,0.0002937006554084004,Freundlich–Langmuir,[2.57353157 0.10549382 0.80507723]
AWIBEO_clean,4.34494e-05,0.025812643,0.051646643,0.200916054,0.396569571,0.0003747825054919178,Freundlich–Langmuir,[0.66831894 0.08233566 0.91142357]
AWIBIS_clean,6.33331e-05,0.029652395,0.055538681,0.208535905,0.407308944,0.00021971983555394166,Freundlich–Langmuir,[0.40811835 0.15069433 0.69173355]
AWOFOI_clean,0.0002373263,0.104510219,0.204217914,0.917203334,2.272677609,0.0003099210959696402,Freundlich–Langmuir,[2.71064718 0.07794621 0.4294438 ]
AXIGAR_clean,0.0001944329,0.098873358,0.197395045,0.919665937,2.527852596,0.00041126968032447847,Freundlich–Langmuir,[0.84314141 0.23954456 0.11875147]
AXINAX_clean,0.0003570312,0.183114011,0.371735559,1.6365416,4.304569375,0.0028801499589577876,Freundlich–Langmuir,[1.01436339 0.38169967 0.15715486]
AXINAX01_clean,0.0004063548,0.149960253,0.303524029,1.426029308,3.769224384,0.0011835427543844992,Freundlich–Langmuir,[14.1905029   0.02162011  0.71069215]
AXINIF_clean,0.000464221,0.215050392,0.412958393,1.789951082,4.228476234,0.00156455281360311,Freundlich–Langmuir,[4.08191346 0.10638925 0.45300066]
AXUBAW_manual,0.0001998296,0.088661062,0.176819219,0.851773658,2.293474261,,Freundlich–Langmuir,"[nan, nan, nan]"
AXUBOL_clean,0.0002773673,0.118784985,0.229534077,0.976387326,2.352569599,0.00030248369588095327,Freundlich–Langmuir,[1.17470079 0.20758278 0.31204056]
AXUHAD_clean,0.000190298,0.097669339,0.196720605,0.916644164,2.430239704,0.0006482714600460343,Freundlich–Langmuir,[3.29743374 0.0605722  0.32379158]
AXUHEH_clean,0.0002417386,0.108847351,0.20168405,0.71727931,1.436237194,0.0004533409566758536,Freundlich–Langmuir,[0.71208788 0.32734743 0.50078194]
AYOQEM_clean,0.0001898989,0.114605504,0.22806443,1.090597389,2.995381539,5.06891909266957e-05,Freundlich–Langmuir,[5.45216534 0.04233397 0.29457214]
AYOXUJ_clean,5.97933e-05,0.032325099,0.064779297,0.307905843,0.790271007,,Freundlich–Langmuir,"[nan, nan, nan]"
AYUJIP_clean,0.0001503662,0.085855052,0.166257635,0.71653978,1.665690695,0.00033973853336147187,Freundlich–Langmuir,[1.92445365 0.09064703 0.52609202]
AZAFIS_clean,0.0004278115,0.196213937,0.375745143,1.319648942,2.446949599,0.001206170843782203,Freundlich–Langmuir,[2.23408906 0.18940168 0.70828199]
AZAVOO_clean,0.0009980341,0.463221221,0.846733114,2.580239284,4.096006035,0.00033450120278096586,Freundlich–Langmuir,[4.22399192 0.2416455  0.86099416]
AZAVUU_clean,0.0007902514,0.381757128,0.700035666,2.136200091,3.371168192,2.5105119839165153e-05,Freundlich–Langmuir,[3.64035354 0.23096817 0.88185379]
AZAWAB_clean,0.0006907044,0.307624831,0.574644012,1.975640253,3.416289015,0.0009105651757885222,Freundlich–Langmuir,[4.23688656 0.1541655  0.87968104]
AZEBUE_clean,0.0002727237,0.131868122,0.253080184,0.89755859,1.650592197,0.0007492721182929054,Freundlich–Langmuir,[1.74076044 0.16252731 0.7647275 ]
AZIVAI_clean,0.0003716075,0.201668945,0.39845284,1.85320831,4.859294243,0.0001554130086927432,Freundlich–Langmuir,[6.61096173 0.06156931 0.34898461]
AZIXUD_clean,0.0002153498,0.107102019,0.212296259,0.961803321,2.474591551,0.0002573806954085733,Freundlich–Langmuir,[1.8747437  0.11660083 0.27831963]
BABREE_clean,0.000262639,0.119098822,0.236922729,1.055610033,2.714785808,0.0006486603215524556,Freundlich–Langmuir,[1.29193135 0.19011686 0.22644007]
BACGAQ_clean,0.0003024085,0.136088164,0.265920791,1.001856457,1.973211413,0.0011270670395641781,Freundlich–Langmuir,[2.12889303 0.1360315  0.70963757]
BAEDTA01_clean,5.76015e-05,0.031104815,0.060966686,0.250736592,0.531094934,9.346643139248341e-05,Freundlich–Langmuir,[0.92334272 0.06972545 0.83528451]
BAFHAU_clean,0.0001146352,0.056107051,0.114788809,0.558968105,1.561423108,,Freundlich–Langmuir,"[nan, nan, nan]"
BAKGIF_manual,0.0002132647,0.112817004,0.225072592,1.024184376,2.62546656,0.0004965535245318051,Freundlich–Langmuir,[2.72289212 0.08473392 0.33679524]
BAKJEE_clean,0.00032798,0.168894074,0.330741784,1.447841608,3.562474333,1.0774452620290108e-05,Freundlich–Langmuir,[2.39862317 0.14406583 0.32584056]
BAKJII_clean,0.0003948871,0.199746559,0.390455447,1.719224414,4.000433371,0.00042513087455188037,Freundlich–Langmuir,[9.25566691 0.04376417 0.82812811]
BAKJOO_clean,0.0002066987,0.106139799,0.21033447,0.945042027,2.463905955,0.0003758251276206101,Freundlich–Langmuir,[1.04701069 0.20815957 0.19965092]
BAKYIY_clean,0.0002029749,0.092871376,0.187252637,0.848008452,2.29410318,0.0010039390415023392,Freundlich–Langmuir,[0.50753446 0.38130828 0.12355492]
BAKYOE_clean,0.0001712086,0.081716628,0.164460507,0.755514466,1.97167411,0.0005942263000697635,Freundlich–Langmuir,[2.05832765 0.08148558 0.305225  ]
BAMKIM_clean,9.57593e-05,0.051131863,0.103000891,0.490461162,1.322961962,0.0002691918600936531,Freundlich–Langmuir,[8.99345476 0.01155422 1.02589196]
BAMKOS_clean,0.0001084068,0.055529564,0.110003969,0.526529903,1.41134962,,Freundlich–Langmuir,"[nan, nan, nan]"
BAPDAA_clean,8.2056e-05,0.035447359,0.070730606,0.341758229,0.982213525,5.150038639278749e-05,Freundlich–Langmuir,[0.29993001 0.23856988 0.05830094]
BARZUR_clean,0.0005774585,0.30005529,0.568449733,2.2064744,4.239285667,0.001973985774680156,Freundlich–Langmuir,[7.50774484 0.08208563 0.97136487]
BASJUB_clean,0.0002691322,0.11831596,0.235003973,1.021085379,2.352906091,0.0005784625523634874,Freundlich–Langmuir,[4.73117942 0.05147746 0.76889703]
BAWROI_clean,0.0002170429,0.117646919,0.233176463,1.1222808,2.970401415,,Freundlich–Langmuir,"[nan, nan, nan]"
BAXFIR01_clean,0.0003491349,0.171100306,0.334790403,1.32772139,2.649451911,0.0007566823393138187,Freundlich–Langmuir,[4.90082093 0.07285136 0.95298346]
BAXGAK_clean,0.000390461,0.171844177,0.330261626,1.320168677,2.694510259,0.00045883348870514934,Freundlich–Langmuir,[4.08455206 0.08666246 0.81441381]
BAXSIE_clean,0.0001000275,0.044610457,0.088384971,0.38930327,0.907640166,0.00013474607452061463,Freundlich–Langmuir,[2.32854723 0.03920828 0.8892702 ]
BAZFUF_clean,0.0003164896,0.149882104,0.298742608,1.472076929,4.324048415,5.9030678278594866e-05,Freundlich–Langmuir,[1.76545641 0.17011803 0.03235205]
BAZFUF01_clean,0.0003047132,0.149035678,0.300023287,1.458638635,4.305755317,0.0009676492043126466,Freundlich–Langmuir,[0.05616896 5.46698963 0.01526341]
